GeneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,pan_gene_symbol,product,TIGRFAM Meta Role,TIGRFAM Main Role,TIGRFAM Sub Role,TIGRFAM function,TIGRFAM,TIGRFAM HMM score
SAUSA300_RS10950,3907.4028929598844,1.246286974781805,0.09724533699887554,218.30513850908613,3.9413180947231906e-48,6.666263880902501e-47,agrA,DNA-binding response regulator,Signal transduction; Metabolism,Regulatory functions; Central intermediary metabolism; Signal transduction,DNA interactions; Nitrogen metabolism; Two-component systems,nitrogen regulation protein NR(I),TIGR01818,11.4
SAUSA300_RS10980,584.7362100622865,-4.538130118324825,0.18008989105246476,693.1918599059657,2.987446738907841e-151,2.198013938151444e-149,-,oxidoreductase,NA,NA,NA,selenium metabolism protein YedF,TIGR03527,27.8
SAUSA300_RS10985,2182.82426482229,-4.163994506382329,0.14615385643905215,713.7035655128028,1.0501223253064693e-155,8.352729738856592e-154,-,YeeE/YedE family protein,NA,NA,NA,"putative selenium metabolism protein, YedE family",TIGR04112,44
SAUSA300_RS11035,7530.370126446878,-3.911673104799039,0.24398154234124791,1108.5932438005775,1.8708362272827386e-241,2.6218433413776665e-239,ilvD,dihydroxy-acid dehydratase,Metabolism,Amino acid biosynthesis,Pyruvate family,dihydroxy-acid dehydratase,TIGR00110,784.3
SAUSA300_RS11040,11684.342036432285,-4.0878584093794155,0.22183474149826982,1471.4094075091477,3.0726e-320,7.53554e-318,ilvB,"acetolactate synthase, large subunit, biosynthetic type",Metabolism,Amino acid biosynthesis,Pyruvate family,"acetolactate synthase, large subunit, biosynthetic type",TIGR00118,744.1
SAUSA300_RS11045,1541.3356851062194,-3.9705386821758872,0.3639279237274034,1435.6506092012094,1.788262384626e-312,4.0483509215032e-310,ilvH,acetolactate synthase,Metabolism,Amino acid biosynthesis,Pyruvate family,"acetolactate synthase, small subunit",TIGR00119,48
SAUSA300_RS11050,9845.960430276125,-4.357067371526588,0.23216931039890426,1667.6203981323004,0,0,ilvC,ketol-acid reductoisomerase,Metabolism,Amino acid biosynthesis,Pyruvate family,ketol-acid reductoisomerase,TIGR00465,436.7
SAUSA300_RS11055,12429.069720255453,-4.28657123722297,0.22854474929900434,1519.9111156260808,0,0,leuA,2-isopropylmalate synthase,Metabolism,Amino acid biosynthesis,Pyruvate family,2-isopropylmalate synthase,TIGR00973,662.6
SAUSA300_RS11060,6530.447120802299,-4.115190362581196,0.2667247044368607,1278.041512312165,2.997862984283333e-278,5.881807175163899e-276,leuB,3-isopropylmalate dehydrogenase,Metabolism,Amino acid biosynthesis,Pyruvate family,3-isopropylmalate dehydrogenase,TIGR00169,470.2
SAUSA300_RS11065,8973.106864393303,-3.9482540203945717,0.26518888183225764,1192.9021015694807,9.217219263055924e-260,1.3563138145586793e-257,leuC,3-isopropylmalate dehydratase large subunit,Metabolism,Amino acid biosynthesis,Pyruvate family,"3-isopropylmalate dehydratase, large subunit",TIGR00170,695.6
SAUSA300_RS11070,3530.9541165919577,-3.3714287678929895,0.2953757580920882,1237.1555985056975,2.26503624847696e-269,3.703334266259829e-267,leuD,3-isopropylmalate dehydratase small subunit,Metabolism,Amino acid biosynthesis,Pyruvate family,"3-isopropylmalate dehydratase, small subunit",TIGR00171,223.5
SAUSA300_RS11075,7800.127787382309,-2.941494696402805,0.23273422022550078,1243.0929806186566,1.163560614464845e-270,2.014328757864729e-268,ilvA2,L-threonine dehydratase biosynthetic IlvA,Metabolism,Amino acid biosynthesis,Pyruvate family,threonine dehydratase,TIGR02079,615.2
SAUSA300_RS11295,461.29102486693273,-1.9348993965519126,0.17833199584631837,119.04466048012434,1.4118235656852604e-26,1.2552860283419098e-25,sceD,transglycosylase SceD,NA,NA,NA,NA,NA,NA
SAUSA300_RS11305,518.8076064432668,1.302265728216703,0.13343923957007137,113.96059583486027,1.7937876815140715e-25,1.4955006081291536e-24,ywpF,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS11420,10907.399616532875,1.0093868775246422,0.09262121664472966,257.1724411511841,1.4312449101320979e-56,2.808102513679176e-55,rpmE2,50S ribosomal protein L31 type B,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal protein bL31,TIGR00105,72.8
SAUSA300_RS11445,20752.79349609131,1.5231338076064207,0.10948180392883916,233.5822267053253,1.897858964567851e-51,3.4057310565385276e-50,fbaA,fructose-bisphosphate aldolase,Metabolism,Energy metabolism,Glycolysis/gluconeogenesis,"fructose-1,6-bisphosphate aldolase, class II",TIGR01859,427.6
SAUSA300_RS11465,899.970207927052,1.188525973986772,0.12278426269166148,108.54343816376084,2.6921042852386714e-24,2.1413143003938946e-23,-,N-acetyltransferase,Genetic information processing,Protein synthesis,Ribosomal proteins: synthesis and modification,ribosomal-protein-alanine acetyltransferase,TIGR01575,58.5
SAUSA300_RS11475,453.11321037314406,1.074320439794824,0.15316746654177163,88.19259482903709,7.066776570812377e-20,4.611424267827234e-19,coaA,type II pantothenate kinase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pantothenate and coenzyme A,pantothenate kinase,TIGR00555,314.4
SAUSA300_RS11485,1493.7496310656568,-1.75418401946924,0.08380483529206254,553.3479944526721,6.950398707685256e-121,3.5886005959153873e-119,-,ATP-grasp domain-containing protein,Metabolism,Fatty acid and phospholipid metabolism,Biosynthesis,"acetyl-CoA carboxylase, biotin carboxylase subunit",TIGR00514,11.2
SAUSA300_RS11490,644.2498576897117,-1.4647368577870483,0.1745073409503198,117.47013249618598,3.102307438937445e-26,2.6932421217678174e-25,hmrA,aminobenzoyl-glutamate utilization protein B,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides",amidohydrolase,TIGR01891,202.1
SAUSA300_RS11505,3227.7118667310474,1.5377307511050806,0.13938588063826754,152.8239845502884,6.526696286177191e-34,7.473956097361662e-33,pdp,pyrimidine-nucleoside phosphorylase,Metabolism,"Purines, pyrimidines, nucleosides, and nucleotides",Other,pyrimidine-nucleoside phosphorylase,TIGR02644,599.8
SAUSA300_RS11515,1395.0482116510884,1.8658158307640913,0.16663957528282342,164.0101896478913,2.430187764818576e-36,2.967652527743182e-35,deoC2,2-deoxyribose-5-phosphate aldolase,Metabolism,"Energy metabolism; Purines, pyrimidines, nucleosides, and nucleotides",Other,deoxyribose-phosphate aldolase,TIGR00126,287.6
SAUSA300_RS11530,442.4939716160325,-1.0894094552173987,0.1604671415516569,55.13738563410405,1.064311699713758e-12,4.661115077764271e-12,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS11550,1295.3787456107495,-1.2023084340839447,0.15526026444576863,74.50242867209558,6.637479146885715e-17,3.6996403653948224e-16,-,NAD(P)-dependent oxidoreductase,NA,Unknown function,Enzymes of unknown specificity,"putative quinone oxidoreductase, YhdH/YhfP family",TIGR02823,21.6
SAUSA300_RS11600,5230.049082563564,3.938817893411261,0.10977030122703764,1661.5837402664667,0,0,glmS,glutamine--fructose-6-phosphate aminotransferase,Metabolism; Cell structure,Central intermediary metabolism; Cell envelope,Amino sugars; Biosynthesis and degradation of murein sacculus and peptidoglycan,glutamine-fructose-6-phosphate transaminase (isomerizing),TIGR01135,749.4
SAUSA300_RS11605,1771.786422411078,3.6607443005767784,0.13541436415873306,1035.2081540585687,1.612150326478809e-225,1.8978233643308542e-223,mtlF,PTS mannitol transporter subunit IICB,Metabolism; Signal transduction,Transport and binding proteins; Signal transduction,"Carbohydrates, organic alcohols, and acids; PTS","PTS system, mannitol-specific IIC component",TIGR00851,589
SAUSA300_RS11610,1589.5601977877968,1.7537658041226343,0.14118238936598246,230.45901029936272,9.046107846686879e-51,1.6037768308915353e-49,mtlR,PTS lactose transporter subunit IIB,Metabolism; Signal transduction,Transport and binding proteins; Signal transduction,"Carbohydrates, organic alcohols, and acids; PTS","PTS system, fructose subfamily, IIA component",TIGR00848,28
SAUSA300_RS11645,3058.3757659305998,1.31063100808732,0.1384973976244926,90.7514044279906,1.9659972951016834e-20,1.3179563290375759e-19,rocF,arginase,NA,NA,NA,arginase,TIGR01229,329.6
SAUSA300_RS11675,64.63882719166628,-2.2888907937138336,0.36697956148413197,51.238694186108845,7.475821574536556e-12,3.090076249137793e-11,trnaE,tRNA-Glu,NA,NA,NA,NA,NA,NA
SAUSA300_RS11725,1324.4861067052882,1.2811036803184266,0.1297097429338921,102.41829532362368,5.75638386907776e-23,4.36624683677728e-22,-,hemolysin III,NA,NA,NA,"channel protein, hemolysin III family",TIGR01065,176
SAUSA300_RS11730,3572.7124794893816,1.0989033918421103,0.13761430610670858,71.4187673920442,3.1017851229945925e-16,1.6688397837245128e-15,-,uridylyltransferase,NA,Hypothetical proteins,Conserved,TIGR00454 family protein,TIGR00454,17
SAUSA300_RS11735,991.7556143308666,1.0675406065629607,0.12415908321832543,115.38816442287461,8.78574223004723e-26,7.430011316962356e-25,-,metal-dependent hydrolase,Metabolism,Energy metabolism,Electron transport,"cytochrome aa3 quinol oxidase, subunit I",TIGR02882,17.5
SAUSA300_RS11740,4760.2115093575085,2.2585744784799178,0.11661056419719065,757.0867799843192,3.987443711838451e-165,3.6672021387314254e-163,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS11760,4976.822843899576,1.7372823080004016,0.07871330461871973,540.2816143578415,4.779011826991271e-118,2.4249365184198813e-116,htsA,ABC transporter substrate-binding protein,NA,NA,NA,"heme ABC transporter, heme-binding protein isdE",TIGR03659,95
SAUSA300_RS11820,5913.209726383674,-2.2820584134076114,0.152884044626567,220.51727299911505,1.3040149969367142e-48,2.231230311619041e-47,opuD2,glycine/betaine ABC transporter permease,Metabolism,Transport and binding proteins,Other,"transporter, betaine/carnitine/choline transporter (BCCT) family",TIGR00842,528.4
SAUSA300_RS11840,484.4421884207092,-1.7840493066447254,0.12412987000399944,448.65638915744535,3.76272916060667e-98,1.4764949226220574e-96,lacG,6-phospho-beta-galactosidase,Metabolism,Energy metabolism,Biosynthesis and degradation of polysaccharides,6-phospho-beta-galactosidase,TIGR01233,865.7
SAUSA300_RS11845,324.93945676421936,-2.537225173708043,0.1796551968737038,424.46063649531675,6.753733079255208e-93,2.394727283403383e-91,lacE,PTS lactose EIICB component,Metabolism; Signal transduction,Transport and binding proteins; Signal transduction,"Carbohydrates, organic alcohols, and acids; PTS","PTS system, lactose-specific IIC component",TIGR00394,771.4
SAUSA300_RS11850,43.43270318663958,-4.153710079657978,0.6073722381986663,142.13442847169955,1.3674171205952375e-31,1.468725761281673e-30,lacF,lactose-specific phosphotransferase enzyme IIA component,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","PTS system, lactose-specific IIa component",TIGR00823,157.8
SAUSA300_RS11855,144.63797040952832,-3.309657968960859,0.2853125559689585,435.5117665213347,2.6904287667797436e-95,1.002269855776302e-93,lacD,"tagatose 1,6-diphosphate aldolase",Metabolism,Energy metabolism,Biosynthesis and degradation of polysaccharides,"tagatose 1,6-diphosphate aldolase",TIGR01232,717.7
SAUSA300_RS11860,132.70972385894973,-2.6490547420390818,0.25731168631518436,272.05079646312555,8.412404544822029e-60,1.7940367083631325e-58,lacC,tagatose-6-phosphate kinase,Metabolism,Energy metabolism,Biosynthesis and degradation of polysaccharides,tagatose-6-phosphate kinase,TIGR01231,620.2
SAUSA300_RS15550,165.88386686827243,-3.0559267116440596,0.2514229118377466,320.26323633218016,2.8557609599931543e-70,7.437614606424649e-69,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS11920,431.8352187274117,1.208354314637197,0.13510205079197082,95.46619719483158,1.8611384222317496e-21,1.3490961518788274e-20,-,peptidase M23,NA,NA,NA,NA,NA,NA
SAUSA300_RS11925,496.1674105904527,1.2164152334170728,0.1310586517648116,99.90121199084265,2.0264105996040191e-22,1.5098041505404122e-21,-,hydrolase,NA,Unknown function,Enzymes of unknown specificity,"HAD hydrolase, family IIB",TIGR01484,175
SAUSA300_RS11935,5296.817917371771,-4.807723076269937,0.10694845356907827,2302.682828069752,0,0,budA1,alpha-acetolactate decarboxylase,Metabolism,Energy metabolism,Fermentation,alpha-acetolactate decarboxylase,TIGR01252,251.5
SAUSA300_RS11940,10375.865280514714,-5.661314107410914,0.10626020091565334,2879.123037849487,0,0,budB,acetolactate synthase AlsS,Metabolism,Energy metabolism,Fermentation,"acetolactate synthase, catabolic",TIGR02418,931.6
SAUSA300_RS11960,1613.2436945961053,1.0201851329685319,0.14818054151341814,54.94661077134759,1.1708333149079259e-12,5.112407189575706e-12,-,ATP-dependent Clp protease ATP-binding subunit,Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides",ATP-dependent Clp protease ATP-binding subunit ClpA,TIGR02639,67.3
SAUSA300_RS12185,852.9799147669522,-1.0298147097703132,0.10803046919242672,96.34962626987374,1.1965875745273898e-21,8.695203041565699e-21,glcU,glucose uptake protein GlcU,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",RhaT L-rhamnose-proton symporter family protein,TIGR00776,317
SAUSA300_RS12210,3955.9388820234994,-1.028441217151092,0.06872383245178347,327.25370530797034,8.664845057482066e-72,2.3395081655201578e-70,-,AcrB/AcrD/AcrF family protein,Metabolism; Cellular processes,Transport and binding proteins; Cellular processes,Cations and iron carrying compounds; Detoxification,"heavy metal efflux pump, CzcA family",TIGR00914,405.6
SAUSA300_RS12345,1167.5038600659836,-1.5493869842997732,0.10512651934661535,245.89915706544122,4.0149162542333295e-54,7.574293933467108e-53,ydbM,acyl-CoA dehydrogenase,Metabolism,Central intermediary metabolism,Sulfur metabolism,"sulfur acquisition oxidoreductase, SfnB family",TIGR04022,104.2
SAUSA300_RS12425,896.1334937238405,-1.4705192389644097,0.12233737146071298,178.5914090822338,1.657174569516133e-39,2.2068166326180907e-38,nhaC,Na+/H+ antiporter NhaC,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,Na+/H+ antiporter NhaC,TIGR00931,434.4
SAUSA300_RS12430,1156.052101850534,-1.0606143527129592,0.12826230563331395,93.58143869846509,4.775829153844699e-21,3.378669519174267e-20,-,octopine dehydrogenase,NA,NA,NA,"9,9'-di-cis-zeta-carotene desaturase",TIGR02732,17.6
SAUSA300_RS12440,14146.241348468395,-1.7648453603772636,0.12651845255557445,183.81699938377594,1.2151943561071574e-40,1.7193831682804635e-39,-,CHAP domain-containing protein,Cell structure,Cell envelope,Surface structures,pilus (MSHA type) biogenesis protein MshL,TIGR02519,5.4
SAUSA300_RS12510,4089.207845955603,1.3922681631365008,0.16241157713818463,92.15405538899623,9.749921740643208e-21,6.673027833189061e-20,-,MurR/RpiR family transcriptional regulator,NA,NA,NA,6-phospho 3-hexuloisomerase,TIGR03127,40.9
SAUSA300_RS12540,273.1981609635967,-1.3009913113519345,0.16361420460028298,184.20950953881453,9.986498626112538e-41,1.4267119153713203e-39,-,sodium transporter,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",bile acid transporter,TIGR00841,289
SAUSA300_RS12545,1165.7375346053184,2.0734384753391617,0.10760781350283337,480.76986450222694,4.000832695226391e-105,1.7573806898583984e-103,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS12565,1359.8502694333133,-2.6384916037253494,0.21387766942153152,138.83978894956203,7.101055308728769e-31,7.358593582249567e-30,-,sodium:proton antiporter,Metabolism,Transport and binding proteins,Cations and iron carrying compounds,Na+/H+ antiporter NhaC,TIGR00931,86.9
SAUSA300_RS12575,2463.03844227424,-1.1628011407202126,0.1189552176904744,136.18464344034822,2.6784307169625613e-30,2.737021388896117e-29,-,oxidoreductase,Metabolism,Fatty acid and phospholipid metabolism,Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase,TIGR01830,139.7
SAUSA300_RS12580,506.89933692184616,-1.803053029291677,0.13632959750773738,277.9786521901682,4.3421281173615116e-61,9.680972007117371e-60,-,"N-acetyl-L,L-diaminopimelate deacetylase",Genetic information processing,Protein fate,"Degradation of proteins, peptides, and glycopeptides",amidohydrolase,TIGR01891,413.3
SAUSA300_RS12590,653.3162589905485,1.5197748213565527,0.20011967552650897,153.11174834882775,5.6520538217732895e-34,6.548816691920783e-33,hutU,urocanate hydratase,Metabolism,Energy metabolism,Amino acids and amines,urocanate hydratase,TIGR01228,969.4
SAUSA300_RS12610,12578.818789480329,-1.2165200913936183,0.10352346157696787,147.50334717629238,9.333727760402771e-33,1.0365721056175608e-31,lyrA,lysostaphin resistance protein A,NA,NA,NA,NA,NA,NA
SAUSA300_RS12615,1046.0011574837629,1.3738019614325516,0.10215676359112115,196.09374053431205,2.6229213917124277e-43,4.041496154874175e-42,rpiA,ribose-5-phosphate isomerase,Metabolism,Energy metabolism,Pentose phosphate pathway,ribose 5-phosphate isomerase A,TIGR00021,262.3
SAUSA300_RS12645,1002.6531894511412,1.0914224501840397,0.13521644190992235,64.21177969736016,1.1391717385768384e-14,5.5876373777193924e-14,-,sodium ABC transporter ATP-binding protein,Metabolism,Transport and binding proteins,Other,"daunorubicin resistance ABC transporter, ATP-binding protein",TIGR01188,199.1
SAUSA300_RS12650,3168.1185635288675,2.454978660480015,0.16929707396651839,227.90388746710258,3.2456346737118615e-50,5.719702302235933e-49,-,DUF805 domain-containing protein,NA,NA,NA,non-ribosomal peptide synthetase terminal domain of unknown function,TIGR02353,4.8
SAUSA300_RS12660,1637.7605533930328,1.0723107278118198,0.11281072402185972,91.37801261005261,1.4371982446012313e-20,9.768301232936314e-20,gltS,sodium/glutamate symporter,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",sodium/glutamate symporter,TIGR00210,358
SAUSA300_RS12810,360.3943897794187,1.2464739033557957,0.1902693763737043,49.021861953438645,2.2648421061932813e-11,8.922932153315699e-11,iruO,ferredoxin--NADP(+) reductase,Metabolism,Energy metabolism,Electron transport,thioredoxin-disulfide reductase,TIGR01292,130
SAUSA300_RS12830,199.70652576127648,-1.451768209379462,0.20050043850681923,61.97621198479584,3.483666424811247e-14,1.65095495784533e-13,-,phage infection protein,NA,NA,NA,YhgE/Pip N-terminal domain,TIGR03061,71.6
SAUSA300_RS12985,1229.9882190053813,1.1236064239757197,0.13402292246631828,133.5547815745983,9.975798428421811e-30,9.985977814573261e-29,-,Txe/YoeB family addiction module toxin,Cellular processes; Genetic information processing,Cellular processes; Mobile and extrachromosomal element functions,Toxin production and resistance; Other,"addiction module toxin, Txe/YoeB family",TIGR02116,106.7
SAUSA300_RS12990,947.0117242326078,1.0364810974191485,0.1242607584946357,151.3730045398457,1.3482477668218323e-33,1.5144630449452872e-32,-,prevent-host-death protein,Cellular processes; Genetic information processing,Cellular processes; Mobile and extrachromosomal element functions,Toxin production and resistance; Other,prevent-host-death family protein,TIGR01552,27.4
SAUSA300_RS13010,318.1435759528515,1.65226618772399,0.17615879017359987,118.02782379634903,2.3473816598044336e-26,2.0621923059117757e-25,fmhA,aminoacyltransferase,NA,Unknown function,General,"FemAB-related protein, PEP-CTERM system-associated",TIGR03019,21.9
SAUSA300_RS13015,9443.744029795667,-2.778844112173599,0.10284948208916181,656.9936529639003,2.1659126418256785e-143,1.3857132401941243e-141,tcyC,amino acid ABC transporter ATP-binding protein,NA,NA,NA,"ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA",TIGR03005,280.4
SAUSA300_RS13020,7368.686790849055,-2.7027345385881083,0.12213846915001673,440.44976272558324,2.2779765358364677e-96,8.594980698675288e-95,tcyB,amino acid ABC transporter permease,NA,NA,NA,"ectoine/hydroxyectoine ABC transporter, permease protein EhuC",TIGR03004,159.4
SAUSA300_RS13025,8010.502963066318,-2.8826392809047006,0.10886742339184403,622.5438631942393,6.5511529042261485e-136,3.934702652477052e-134,tcyA,amino acid ABC transporter substrate-binding protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",lysine-arginine-ornithine-binding periplasmic protein,TIGR01096,133.7
SAUSA300_RS13030,312.40038755307575,-1.472302469215889,0.15430529773012483,93.43326870922479,5.143082450510003e-21,3.612432375143422e-20,mdeA,drug:proton antiporter,Cellular processes; Metabolism,Cellular processes; Transport and binding proteins,Toxin production and resistance; Other,"drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family",TIGR00711,336.4
SAUSA300_RS13090,1646.0147917504412,-1.0297558320287163,0.14109063494932858,74.64122644795532,6.192465783681869e-17,3.46471992421592e-16,bioW,6-carboxyhexanoate--CoA ligase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Biotin,6-carboxyhexanoate--CoA ligase,TIGR01204,155.1
SAUSA300_RS13160,1910.9656648563057,-1.276032297425636,0.1227197565868852,121.78368452076225,3.5892930117926065e-27,3.2402728017501965e-26,-,Bcr/CflA family drug resistance efflux transporter,NA,NA,NA,"drug resistance transporter, Bcr/CflA subfamily",TIGR00710,241.2
SAUSA300_RS13180,11897.103524217044,1.941916114697496,0.1604978886714755,319.00943762906326,5.3454070403190085e-70,1.36795938431816e-68,-,alanine glycine permease,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",GABA permease,TIGR01773,311
SAUSA300_RS13220,235.49085462081746,-1.0314002905001525,0.13494845567599112,77.7959207358155,1.278881941463389e-17,7.4235691395005e-17,-,2-dehydropantoate 2-reductase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers",Pantothenate and coenzyme A,2-dehydropantoate 2-reductase,TIGR00745,306
SAUSA300_RS13225,1568.8784180205112,-1.3196762487714455,0.10030110866722802,209.97385709757208,2.5395470260860494e-46,4.17535580881075e-45,-,MFS transporter,Cellular processes; Metabolism,Cellular processes; Transport and binding proteins,Toxin production and resistance; Other,"drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family",TIGR00711,123.8
SAUSA300_RS13265,1918.5134258075848,-1.7758926427128547,0.13543277727935826,163.64282092377613,2.92020227428843e-36,3.551303840178037e-35,-,amino acid:proton symporter,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines",amino acid transporter,TIGR00909,175.7
SAUSA300_RS13310,1219.6734951277126,1.4400042557001067,0.12777771550450134,127.22842725912452,2.3588376446887054e-28,2.2612570645989774e-27,-,hypothetical protein,Metabolism,Transport and binding proteins,"Amino acids, peptides and amines","lipoprotein, PulS/OutS family",TIGR01004,13.1
SAUSA300_RS13375,446.2909289125856,-1.2632974128212218,0.1736798217623041,70.45545209941616,5.021031738564742e-16,2.6818323786925652e-15,-,short-chain dehydrogenase,Metabolism,Fatty acid and phospholipid metabolism,Biosynthesis,3-oxoacyl-[acyl-carrier-protein] reductase,TIGR01830,166.6
SAUSA300_RS13380,3694.9371689581026,-2.8555677659972396,0.12345987267303356,572.6534748091972,4.4655805115264416e-125,2.3894915355313303e-123,-,transporter,NA,Hypothetical proteins,Conserved,AbgT transporter family,TIGR00819,447.5
SAUSA300_RS13525,247.78962312736368,-1.0231641973411818,0.15183194631659966,50.54424802585402,1.0579277162818905e-11,4.306336471670268e-11,fnbB,fibronectin-binding protein A,Cell structure,Cell envelope,Other,LPXTG cell wall anchor domain,TIGR01167,26.7
SAUSA300_RS13530,530.0747430306388,-1.5256734032614279,0.17057913646794431,97.13528396068938,8.0786927051373885e-22,5.899650776977503e-21,fnbA,fibronectin-binding protein A,Cell structure,Cell envelope,Other,LPXTG cell wall anchor domain,TIGR01167,25.1
SAUSA300_RS13560,1173.9437839791963,1.236936264363194,0.12535650944493706,116.13860052597313,6.037029913676749e-26,5.179877269956464e-25,-,MerR family transcriptional regulator,Signal transduction,Regulatory functions,DNA interactions,Zn(II)-responsive transcriptional regulator,TIGR02043,59
SAUSA300_RS13565,722.743070406959,1.0317316614287686,0.11298299312398066,95.08156874735181,2.255795267281016e-21,1.623179821909054e-20,relP,GTP pyrophosphokinase,Cellular processes,Cellular processes,Adaptations to atypical conditions,RelA/SpoT family protein,TIGR00691,59.7
SAUSA300_RS13570,5170.183656717031,-2.7151673911703282,0.1478614823878718,299.2885627842817,1.024033921437164e-65,2.4702719924504703e-64,-,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS13610,88.2075511457847,1.4176601433327518,0.20029344645880326,60.91569017575952,5.920057809916768e-14,2.7567610972444697e-13,-,ABC transporter permease,NA,NA,NA,"lantibiotic protection ABC transporter permease subunit, MutG family",TIGR03733,24.9
SAUSA300_RS13625,703.5546055578545,-1.0938219053634504,0.11610654449270924,97.10060746567788,8.219984414582213e-22,5.9879737950780824e-21,-,membrane protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS13640,253.4020386281855,1.0604105989612822,0.15123850959289747,58.578855877671984,1.9044214660385856e-13,8.583020481702232e-13,mhqR,MarR family transcriptional regulator,NA,NA,NA,"homoprotocatechuate degradation operon regulator, HpaR",TIGR02337,40.4
SAUSA300_RS13655,3430.828423332687,1.513574776551345,0.14576442577551052,114.20424371163139,1.5880478093819534e-25,1.3315170094048687e-24,frp,NAD(P)H-dependent oxidoreductase,Metabolism,"Biosynthesis of cofactors, prosthetic groups, and carriers","Heme, porphyrin, and cobalamin","5,6-dimethylbenzimidazole synthase",TIGR02476,20
SAUSA300_RS13740,1162.257063202073,-2.1218649895324995,0.12875944869602848,525.131329283998,9.31495387468147e-115,4.5689848755312606e-113,glcB,PTS glucoside EIICBA component,Metabolism,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids","PTS system, glucose-specific IIBC component",TIGR02002,849.4
SAUSA300_RS13745,7387.771517983817,-2.2603758509777117,0.13263920184104128,360.52736133626286,5.1579627126382815e-79,1.5333216427570165e-77,cidC,pyruvate oxidase,Metabolism,Energy metabolism,Aerobic,pyruvate oxidase,TIGR02720,492.7
SAUSA300_RS13750,1927.170223169978,-2.0864758272274972,0.14314818425424344,249.71024413142447,5.971857684655801e-55,1.1412452705157157e-53,cidB,holin-like protein CidB,NA,Hypothetical proteins,Conserved,TIGR00659 family protein,TIGR00659,192.1
SAUSA300_RS13755,372.28806717606284,-4.50268947477225,0.2498608073952704,583.984488695924,1.5466053962344453e-127,8.588037134184855e-126,cidA,holin-like protein CidA,NA,NA,NA,NA,NA,NA
SAUSA300_RS13785,84.78241440287796,-1.3647519567665016,0.30466261436823344,80.780346322021,2.875879420543428e-18,1.737928775084047e-17,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS13840,17258.49609785655,2.4270553132752233,0.11302849556302431,508.67575197627707,3.487096125734905e-111,1.6823809668914467e-109,rocA,L-glutamate gamma-semialdehyde dehydrogenase,Metabolism,Energy metabolism,Amino acids and amines,putative delta-1-pyrroline-5-carboxylate dehydrogenase,TIGR01237,747.3
SAUSA300_RS13850,767.5146273951582,3.18111337513983,0.18220715734601473,459.2870229063312,1.8496526158443351e-100,7.56045506726372e-99,cwrA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS13900,7063.3205504963335,-1.5354217450040606,0.12810677426366257,192.0661714923362,1.964991971538473e-42,2.965626344737295e-41,-,CHAP domain-containing protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS15640,202.0525524427168,1.9444951897295908,0.1972144938329737,146.31949961347593,1.6870360439964828e-32,1.866521457699868e-31,NA,hypothetical protein,NA,NA,NA,NA,NA,NA
SAUSA300_RS13995,377.06723595318283,2.0311275019769304,0.1947846895943829,152.97923058380312,6.039238150065269e-34,6.94276479517269e-33,-,type II secretion protein,NA,NA,NA,mobile rSAM pair MarR family regulator,TIGR04472,14.3
SAUSA300_RS14000,418.7758672786834,1.978749273196153,0.22627181007882183,100.58453998149967,1.4399408770187705e-22,1.075570051032041e-21,-,hypothetical protein,NA,NA,NA,conserved hypothetical protein,TIGR02231,12.8
